title,description,url,organization,age_range,start_date,end_date,start_time,end_time,day_of_week,duration_minutes,repeat_rrule,repeat_frequency,newsletter_description,newsletter_last,newsletter_highlight,calendar_skip,calendar_sent,file_url,location,neighborhood,area,created_at,list_id,status,source
Foundations of Joy: A Workshop for New Parents,"Foundations of Joy - In Motherhood and Beyond
Sign up here for the free Foundations of Joy - In Motherhood and Beyond webinar, in which I'll lay the groundwork to help you figure out how to reconnect with what makes you feel alive while caring for little humans.

Join me live on SUNDAY, MARCH 1, 16:30 - 17:30.

Recording available afterwards",https://thejoyembassy.com/foundations-of-joy,The Joy Embassy,Parents & Babies (0-12 months),2026-03-01,2026-03-01,16:30,17:30,Sunday,,,,Together with art therapist Eva you'll lay the groundwork to help you figure out how to reconnect with what makes you feel alive while caring for little humans.,2026-02-23,true,false,true,,,Other,Online,2026-02-22 21:43,ideas,new,manual
Music on Lap Spring Course,"This is a Spring course for 'Music on Lap' (Muziek op Schoot) by De Muziekzolder, designed for children aged 8 months to 4 years, accompanied by a parent or grandparent. The course offers engaging music and movement sessions. New course tracks start on Mondays, Wednesdays, Fridays, and Saturdays in March. For more information and to register, see the link in bio or comments on the original Instagram post.",https://www.instagram.com/reel/DU8zeIaCC12/?igsh=MXF3OWdmNjg3bHlzeA==,De Muziekzolder,8 months - 4 years,2026-03-02,2026-04-14,09:30,10:15,Monday,45,"RRULE:FREQ=WEEKLY;BYDAY=MO,WE,FR,SA;UNTIL=20260414",weekly,"Join De Muziekzolder for their 'Music on Lap' Spring Course, designed for children aged 8 months to 4 years and their parents or grandparents. This course offers engaging music and movement sessions, with new tracks starting weekly on Mondays, Wednesdays, Fridays, and Saturdays. Visit their Instagram for more information and registration.",,false,false,true,,"Amstelveenseweg 193A, Amsterdam, The Netherlands",Hoofddorppleinbuurt,South,2026-02-21 18:29,ideas,new,manual
Festive opening of the new insect hotel and flower ribbon,"This is the festive opening of the new insect hotel and flower ribbon in the Wachterliedplantsoen. Ten young girls from the neighborhood came up with the idea for a flower ribbon and an insect hotel, which won an award from West Begroot. Together with children from the neighborhood, KIEM built the insect hotel, and it will soon be firmly installed. Join us on Thursday, March 5th at 3:00 PM for the festive opening with daily director Esther Fabriek. Attendees will receive free flower seeds and can enjoy tasty food and drinks. Gather in the middle of the Wachterliedplantsoen, by the flyer cabinet and the football field.",https://www.instagram.com/p/DVDa6GeFx7h/,KIEM,All ages,2026-03-05,2026-03-05,15:00,16:00,Thursday,60,,,"Join KIEM for the festive opening of a new insect hotel and flower ribbon in Wachterliedplantsoen, an initiative by local children! Enjoy free flower seeds, food, and drinks at this community event perfect for all ages.",,false,false,true,,"Wachterliedplantsoen, 1055 Amsterdam, Netherlands",Bos en Lommer,West,2026-02-22 13:05,ideas,new,manual
Family Funfair Amsterdam Westerpark,"The Family Funfair Amsterdam Westerpark, organized by Frans Stuy Event Organization, is advertised as the biggest and most affordable funfair in Amsterdam. It offers various attractions and entertainment for families to enjoy.",fransstuy.nl,Frans Stuy Event Organization,All ages,2026-03-06,2026-03-15,13:00,23:00,Friday,600,RRULE:FREQ=DAILY;UNTIL=20260315,daily,"Frans Stuy Event Organization presents the Family Funfair at Westerpark, touted as the biggest and most affordable funfair in Amsterdam. This event promises a wide range of attractions and entertainment, making it perfect for families and visitors of all ages.",2026-03-09,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0AKA15CA1J/img-20260307-wa0001.jpg,"Haarlemerweg 8B, 1014 Amsterdam, The Netherlands",Westerpark,West,2026-03-07 20:56,ideas,new,manual
The Calm & Confident Mama: 4-Week Hypnobirthing & Antenatal Course,"The Calm & Confident Mama is a 4-week live hypnobirthing and antenatal course from Krish Yoga, combining certified KGHypnobirthing techniques with prenatal yoga. This hybrid course, offered online and in-person in Amsterdam, teaches evidence-based breathing, relaxation, and birth preparation methods. It aims to help expectant parents feel calm, confident, and in control during labour, regardless of birth plan (home birth, hospital birth, or caesarean). The course includes 4 live 3-hour sessions, pre-recorded practices, the complete KGHypnobirthing Course by Katherine Graves, 12 months access, and a private community. Limited to 12 couples per cohort.",https://www.krishyoga.com/hypnobirthing-online/,Krish Yoga,Expectant Parents & Birth Partners,2026-03-07,2026-03-28,10:00,13:00,Saturday,180,RRULE:FREQ=WEEKLY;BYDAY=SA;UNTIL=20260328,weekly,"Join Krish Yoga's 'Calm & Confident Mama' 4-week hypnobirthing and antenatal course for expectant parents and their birth partners. This hybrid course, available online and in-person in Amsterdam, costs €345 and combines KGHypnobirthing techniques with prenatal yoga to help you prepare for a calm, confident, and empowering birth experience.",,false,false,true,,,Other,Everywhere,2026-02-14 08:13,ideas,new,manual
Motherhood and Me: A supportive creative workshop to reconnect with yourself,"Motherhood asks a lot of all of us. This gentle but insightful, reflective art-based workshop is designed to help mothers reconnect with themselves, with curiosity, compassion, and honesty. Led by psychologist and trained art therapy facilitator (and mom of two) Eva Simona Kulenovic, this workshop offers a space to explore what it feels like to be a mom right now, what you're enjoying and what feels heavy, how you're connecting with your children and yourself, what you long to make more space for, and how motherhood has changed you. Through simple guided art-making (including drawing, clay modeling, and writing – no creative experience or talent needed!), you'll give shape to what you feel, see what truly matters, and return home with greater clarity, acceptance, and empowerment. The workshop costs €55 per person (€50 if you bring a friend) and includes all materials, cookies, and tea.",https://thejoyembassy.com/motherhood-and-me,The Joy Embassy,Adults (Mothers),2026-03-08,2026-03-08,16:00,18:00,Sunday,120,,,"The Joy Embassy, led by psychologist Eva Simona Kulenovic, invites mothers to a supportive creative workshop to reconnect with themselves. This reflective art-based session helps moms explore their experiences, needs, and desires through gentle guided art-making. The workshop costs €55 per person and is designed for mothers at any stage, no creative experience necessary.",2026-03-09,false,false,true,,"Rustenburgerstraat 236, 1073 GK Amsterdam, The Netherlands",De Pijp,South,2026-02-21 18:29,ideas,new,manual
Exercise Workshop,Come move your body at Papote! A drink is included in the ticket. You may bring your little one(s). All levels welcome,https://ecom.roller.app/papote/booknow/en/product/1235424?date=2026-03-18,Papote,,2026-03-09,2026-03-09,08:45,09:45,Monday,60,,,Papote and MoveNMeet are hosting an exercise workshop where children are encouraged! A drink is included in the ticket. All levels welcome.,,false,false,true,,"Vasco Da Gamastraat 65, 1057 VJ Amsterdam",De Baarsjes,West,2026-02-28 22:50,ideas,new,manual
Baby Morning,A special baby morning at WOPL! for babies under 12 months and their parents or guardians. Participants can enjoy various activities and workshops. The baby mornings are free of charge.,https://www.instagram.com/p/DViyWWdDMm_/?img_index=1&igsh=MWh2NnFtcmFkem9jZg==,WOPL! - World of Play & Learning,0-12 months,2026-03-09,2026-03-09,10:00,11:30,Monday,90,RRULE:FREQ=WEEKLY;BYDAY=MO,weekly,"WOPL! hosts a special Baby Morning every Monday, offering engaging activities and workshops for babies under 12 months and their parents. These baby mornings are free of charge, providing a wonderful opportunity to connect and play.",2026-03-09,false,false,true,,"Bos en Lommerplein 280, Amsterdam, The Netherlands",Bos en Lommer,West,2026-03-06 23:43,ideas,new,manual
KIEM Workshop: Crafting Flowers for Mom,A creative workshop hosted by KIEM where children can craft beautiful flowers for their mothers. This event encourages young ones to express their creativity and make a special gift.,www.kiemamsterdam.nl,KIEM Lokaal,,2026-03-11,2026-03-11,14:00,15:00,Wednesday,60,,,Join KIEM for a delightful workshop where children can craft beautiful flowers to surprise their mothers.,2026-03-09,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0AJ5HTQWE5/share_4919711581493283808.png,"Wachterliedplantsoen 1, 1055 SB Amsterdam",Bos en Lommer,West,2026-02-28 22:47,ideas,new,manual
Vondeltuin Puppet Show,"Experience a delightful puppet show at Vondeltuin, presented by Erik van Ophem and featuring the beloved Jan Klaassen & Katrijn. These monthly performances, held on Wednesday afternoons, offer free entry for children and their families. The show begins at 15:30 and promises engaging storytelling and entertainment for young audiences.",https://www.instagram.com/p/DVWk_eLjZ_K/?igsh=ZnAybzAwemhidGpw,Vondeltuin,2+ years,2026-03-11,2026-03-11,15:30,16:15,Wednesday,45,RRULE:FREQ=MONTHLY;BYDAY=WE,monthly,"Vondeltuin hosts a free monthly puppet show for children 2+ years, featuring Erik van Ophem and the beloved Jan Klaassen & Katrijn. These engaging shows provide entertainment for young families in a welcoming atmosphere. No registration needed, just drop by and join in!",2026-03-09,false,false,true,,"Vondelpark 7A, 1071 AA Amsterdam, The Netherlands",Vondelparkbuurt,South,2026-03-02 10:14,ideas,new,manual
Play Share Swap & Recycle Festival,"The Play Share Swap & Recycle Festival is an event where families can bring their outgrown toys and children's clothing to swap for 'new' treasures, promoting a sustainable swap economy. The event features super cool recycle workshops, including a plastic shredder in collaboration with Eco.Dam. While free tickets are available, families can also purchase support tickets to help sustain and grow this initiative.",https://www.instagram.com/p/DUDZWlpDEBc/?igsh=MWVrNXkzZ2p2dndraQ==,Motherhood.Amsterdam,Families with young children,2026-03-14,2026-03-14,11:00,16:00,Saturday,300,,,"Join Motherhood.Amsterdam for their Play Share Swap & Recycle Festival at De Hallen, where families can bring outgrown toys and children's clothing to swap for 'new' treasures. This event promotes a sustainable swap economy and includes engaging recycle workshops with Eco.Dam. Free tickets are available, with an option to purchase support tickets, making it a perfect outing for families with young children.",2026-03-09,false,false,true,,"Hannie Dankbaarpassage 33, 1053 RT Amsterdam, The Netherlands",Oud-West,West,2026-01-28 16:06,ideas,new,manual
Mama Mingle: Holistic Sleep Support,"Join a cozy Expert-led Mama Mingle focused on holistic sleep support for families. Hosted by Julia, a certified holistic sleep coach and founder of Tales of Sleep, this session explores real-life sleep challenges with a gentle, whole-picture, and evidence-based approach that never involves leaving children to cry or forcing methods that don't feel right. Expect a relaxed, informal space for honest conversation, expert-led Q&A, and shared experiences, offering fresh perspectives and practical takeaways for mothers seeking better sleep without compromising connection for their children aged 0-6 years.",https://luma.com/tsib5cu8,Tales of Sleep,,2026-03-14,2026-03-14,10:00,12:00,Saturday,,,,"Seeking gentle and effective sleep solutions for your family? Join Julia from Tales of Sleep for an expert-led Mama Mingle by MamaSocial focused on holistic sleep support. It's a zero-judgment space for parents with children aged 0-6 years to discuss sleep challenges, gain insights, and find practical, connection-focused strategies.",2026-03-09,false,false,true,,"Bellamyplein 51, 1053 AT Amsterdam",Kinkerbuurt,West,2026-02-08 14:10,ideas,new,manual
